Fullname,Nationality,Age,Club,Caps,Goals,Date Joined,Contract Ends,,Birthsday,Start year,Best position,Goalkeeper,Defender Central,Defender Right,Defender Left,Wingback right,Wingback left,Defensive midfielder,Midfielder Central,Midfielder right,Midfielder left,Attacking Midfielder Central,Attacking Midfielder right,Attacking Midfielder left,Center Forward,Right Forward,Left Forward,Goalkeeper,Sweeper,Defender,Defensive midfield,Midfield Center,Support,Attack,Right,Left,Centre,Ability,Potential,Reputation,Big Occasion,Character,Consistency,Technique,Passing,Heading,Shooting,Flair,Dribbling,Tackling,Stamina,Strenght,Pace,Jumping,Inj Prone %,Set Pieces,Positioning,Off The Ball,Marking,Creativity,Adaptability,Aggression,Determination,Dirtyness,Influence
Beat Studer,Switzerland,#VALUE!,Aarau,0,0,,,,1-   -1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Andre Wiederkehr,Switzerland,28,Aarau,0,0,,,,1-5-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Mirko Pavlicevic,Croatia,34,Aarau,0,0,,,,1-10-1961,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,134,0,106,8,3,9,65,45,55,35,45,45,60,60,0,15,0,65,45,45,0,75,60,0,20,45,35,60
Davide Zitola,Switzerland,#VALUE!,Aarau,0,0,,,,1-   -1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Sascha Kirik,Macedonia,23,Aarau,0,0,,,,1-10-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Dariusz Skrzypczak,Poland,26,Aarau,0,0,,,,1-1-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
David Bader,Switzerland,22,Aarau,0,0,,,,1-7-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Benito,Switzerland,31,Aarau,0,0,,,,1-2-1965,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Renato Brugnoli,Switzerland,26,Aarau,0,0,,,,1-4-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
Sven Christ,Switzerland,#VALUE!,Aarau,0,0,,,,1-   -1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
Patrick De Napoli,Switzerland,#VALUE!,Aarau,0,0,,,,1-   -1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Jan Andersen,Denmark,23,Aarhus F.,0,0,,,,2-12-1972,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,87,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S?ren Hermansen,Denmark,25,Aarhus F.,0,0,,,,7-9-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,2,2,2,2,2,125,147,0,11,12,16,70,50,90,75,50,45,35,45,60,20,0,0,45,40,60,50,45,40,50,40,45,55
Henrik Jespersen,Denmark,28,Aarhus F.,0,0,,,,7-11-1967,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,2,2,0,2,2,2,93,106,0,14,15,8,55,45,50,35,65,60,40,40,45,60,0,0,60,50,35,40,40,50,50,65,50,65
Lars Kjer,Denmark,30,Aarhus F.,0,0,,,,24-1-1966,01-07-1996,,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,96,109,0,12,10,12,50,45,70,45,50,60,65,40,45,5,0,0,50,45,45,55,50,45,50,60,50,65
Lars Klausen,Denmark,28,Aarhus F.,0,0,,,,10-4-1968,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,107,129,0,12,10,14,50,40,40,35,40,40,65,40,45,0,0,0,45,45,50,55,50,40,50,55,45,55
Bj?rn Kristensen,Denmark,32,Aarhus F.,0,0,,,,10-10-1963,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,108,120,0,13,10,3,60,90,85,70,60,55,80,85,15,0,0,80,85,25,85,75,70,90,60,90,50,55
Frank Krogsdal,Denmark,24,Aarhus F.,0,0,,,,1-1-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,99,130,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Lamb?k,Denmark,30,Aarhus F.,0,0,,,,31-8-1965,01-07-1996,,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,82,122,0,13,9,12,50,40,45,45,45,60,50,55,50,0,0,0,55,45,40,45,45,45,50,55,50,50
Ken Martin,Denmark,28,Aarhus F.,0,0,,,,8-6-1968,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,109,129,0,13,10,12,50,50,90,40,50,60,50,80,45,0,0,0,50,65,50,60,60,55,50,50,70,65
Jimmy M?rup,Denmark,30,Aarhus F.,0,0,,,,14-7-1965,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,108,135,0,14,15,12,45,45,40,35,45,40,70,40,40,30,0,0,50,55,50,65,40,50,50,65,65,75
Jacob Nielsen,Denmark,24,Aarhus F.,0,0,,,,25-3-1972,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,85,124,0,8,6,6,45,45,35,45,45,40,40,45,45,0,0,0,40,35,45,40,55,45,45,45,40,40
Jacob Bennedsen,Denmark,20,Aarhus F.,0,0,,,,10-4-1976,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,81,125,0,10,11,17,60,50,30,85,85,70,80,45,75,0,0,50,80,25,20,60,60,55,60,65,45,75
Thomas Nielsen,Denmark,24,Aarhus F.,0,0,,,,25-3-1972,01-07-1996,,0,100,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,100,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Nielsen,Denmark,24,Aarhus F.,0,0,7,,,11-6-1972,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,108,134,0,9,10,12,60,55,70,75,50,55,65,50,55,60,0,0,45,70,60,65,50,70,50,45,55,60
Steen Olesen,Denmark,29,Aarhus F.,0,0,,,,15-5-1967,01-07-1996,,0,100,0,100,0,100,100,100,0,100,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,97,120,0,9,8,8,40,45,45,40,40,40,45,45,50,0,0,0,35,40,55,45,55,40,40,40,45,55
Andreas Overgaard,Denmark,19,Aarhus F.,0,0,7,,,17-2-1977,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,96,134,0,14,14,18,75,35,65,85,50,60,75,50,55,50,0,0,70,40,95,40,60,70,70,90,85,35
Frank Pingel,Denmark,32,Aarhus F.,0,0,,,,9-5-1964,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,112,129,0,9,8,16,40,40,75,55,40,40,30,50,75,0,0,0,40,45,40,35,65,40,40,40,45,45
Brian Priske,Denmark,19,Aarhus F.,0,0,7,,,14-5-1977,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,2,2,0,0,2,2,85,115,0,10,10,14,45,40,50,50,45,40,65,55,50,0,0,0,45,40,45,60,35,50,55,40,45,60
Casper Rasmussen,Denmark,22,Aarhus F.,0,0,,,,26-4-1974,01-07-1996,,0,0,0,0,50,0,50,100,100,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,2,99,123,0,10,11,10,50,50,60,45,35,40,60,50,55,15,0,0,60,65,50,60,55,55,45,60,75,40
Nikolaj Rasmussen,Denmark,22,Aarhus F.,0,0,,,,27-9-1973,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,2,2,2,0,0,2,105,139,0,8,7,14,80,70,35,90,90,80,30,40,35,70,0,0,35,75,80,45,40,40,50,70,40,40
Lasse Sall,Denmark,23,Aarhus F.,0,0,,,,19-4-1973,01-07-1996,,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,96,134,0,8,11,16,50,50,50,50,55,55,55,45,55,100,0,0,45,50,60,65,60,60,50,40,45,60
Jesper Svendstrup,Denmark,25,Aarhus F.,0,0,,,,29-5-1971,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,92,126,0,9,8,10,45,45,45,35,35,45,60,40,45,45,0,0,45,40,45,50,50,45,60,45,40,40
Henrik Bundgaard,Denmark,21,Aarhus F.,0,0,,,,20-3-1975,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,101,140,0,10,9,15,90,60,60,0,50,0,60,90,55,0,0,0,60,50,45,40,85,45,55,50,0,50
Henrik S?nderup,Denmark,24,Aarhus F.,0,0,,,,16-12-1971,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,86,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikkel S?nderup,Denmark,23,Aarhus F.,0,0,,,,24-3-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,84,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Th?rgersen,Denmark,25,Aarhus F.,0,0,,,,10-6-1971,01-07-1996,,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,92,118,0,10,10,14,45,40,50,50,45,40,65,55,50,55,0,0,45,40,45,60,35,50,55,40,45,60
Gregers Ulrich,Denmark,22,Aarhus F.,0,0,,,,21-12-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,2,0,0,2,2,118,146,0,10,10,14,45,40,75,90,45,40,65,55,50,45,0,0,45,40,45,60,35,50,55,40,45,60
Ole Vistisen,Denmark,22,Aarhus F.,0,0,,,,26-2-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,1,1,1,84,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim ?stergaard,Denmark,21,Aarhus F.,0,0,,,,20-10-1974,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,100,129,0,12,10,12,50,45,70,45,50,60,65,40,45,45,0,0,50,45,45,55,50,45,50,60,50,65
Kim Cassim,Denmark,24,Aarhus F.,0,0,,,,30-11-1971,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,85,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Dursun,Denmark,22,Aarhus F.,0,0,5,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,2,1,0,2,92,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik DÅrr,Denmark,36,Aarhus F.,0,0,,,,9-3-1960,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,2,2,2,0,0,2,103,128,0,12,8,14,55,55,60,60,50,45,40,50,50,65,0,0,60,50,45,65,40,70,50,65,50,75
Thomas Fast,Denmark,25,Aarhus F.,0,0,,,,27-7-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,90,117,0,12,14,12,65,45,40,40,45,40,70,40,45,0,0,0,60,75,65,75,40,70,55,70,60,85
Stig Haaland,Denmark,21,Aarhus F.,0,0,,,,23-2-1975,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,89,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenni Henriksen,Denmark,26,Aarhus F.,0,0,,,,6-6-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,91,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Bjur,Denmark,30,AB,0,0,,,,8-8-1965,01-07-1996,,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,103,126,0,14,11,16,60,55,90,60,50,60,70,60,50,0,0,0,60,70,50,50,60,60,60,70,60,65
Lars Bo Larsen,Denmark,26,AB,0,0,,,,14-11-1969,01-07-1996,,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,96,129,0,14,14,20,50,50,45,50,50,60,55,50,45,10,0,0,45,55,50,55,60,45,60,65,50,50
Peter Larsen,Denmark,30,AB,0,0,,,,9-3-1966,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,101,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Laursen,Denmark,25,AB,0,0,,,,26-1-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,112,125,0,9,11,18,55,45,70,70,65,50,50,50,70,55,0,0,55,55,50,45,55,45,45,45,40,55
Tommy L?venkrands,Denmark,22,AB,0,0,,,,30-5-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,2,1,0,2,93,124,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Madsen,Denmark,22,AB,0,0,,,,24-1-1974,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,99,120,0,12,10,14,50,40,40,70,85,40,65,40,45,0,0,0,45,45,50,55,50,40,50,55,45,55
Jan Michaelsen,Denmark,25,AB,0,0,,,,28-11-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,100,50,50,50,0,0,0,0,0,0,0,2,1,0,2,2,2,102,121,0,11,17,18,55,50,55,50,70,65,35,60,50,0,0,0,60,70,70,50,65,45,50,65,70,65
Mads Spur Mortensen,Denmark,21,AB,0,0,,,,23-9-1974,01-07-1996,,0,0,0,0,0,0,0,100,0,100,50,0,50,100,0,100,0,0,0,0,2,1,2,0,2,2,108,137,0,9,9,10,70,55,45,50,75,65,60,40,45,70,0,0,55,50,50,60,70,0,40,50,50,35
Alex Nielsen,Denmark,28,AB,0,0,,,,30-9-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,119,131,0,12,11,14,60,60,70,70,70,75,45,60,60,80,0,0,40,60,55,45,65,50,60,55,50,55
Allan Olesen,Denmark,22,AB,0,0,,,,25-1-1974,01-07-1996,,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,104,136,0,8,9,20,50,55,55,50,60,60,75,50,55,0,0,0,45,80,50,65,60,45,55,70,50,55
Allan Olsen,Denmark,22,AB,0,0,,,,21-10-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,2,2,2,96,132,0,13,10,13,100,75,15,50,40,50,50,35,80,55,0,65,55,60,90,80,40,95,60,75,90,80
Kim Boye,Denmark,27,AB,0,0,,,,9-4-1969,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,2,2,2,2,2,2,100,144,0,13,12,18,60,70,50,50,70,55,50,50,55,0,0,0,65,60,65,50,65,55,45,60,45,65
Peter Rasmussen,Denmark,27,AB,0,0,,,,2-3-1969,01-07-1996,,0,100,100,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,115,127,0,10,11,12,75,60,60,40,45,50,65,65,70,0,0,0,50,70,60,65,70,70,70,50,65,60
Henrik Ritter,Denmark,23,AB,0,0,,,,14-3-1973,01-07-1996,,0,0,0,0,0,0,0,100,100,100,50,50,50,0,0,0,0,0,0,0,2,1,0,2,2,2,95,118,0,13,12,18,55,50,50,55,65,55,55,50,60,15,0,0,45,60,50,55,60,45,75,50,45,45
S?ren Ruhoff,Denmark,22,AB,0,0,,,,1-1-19        ,01-07-1996,,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,107,112,0,11,13,12,50,45,70,40,40,40,60,60,70,55,0,0,50,65,45,50,55,45,415,60,90,50
Thomas Sch?nnemann,Denmark,26,AB,0,0,,,,16-4-1970,01-07-1996,,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,125,137,0,17,14,3,35,95,85,25,90,65,70,80,45,100,0,0,55,50,85,60,65,90,65,65,70,65
Kim Toxv?rd,Denmark,23,AB,0,0,,,,10-1-1973,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,109,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesper Falck,Denmark,25,AB,0,0,,,,4-12-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,2,2,0,0,2,2,108,124,0,10,9,14,60,45,70,50,45,50,60,65,65,45,0,0,60,55,50,65,45,50,45,60,70,65
Brian Flies,Denmark,26,AB,0,0,,,,29-8-1969,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,99,120,0,10,9,12,50,60,60,0,50,0,60,50,55,0,0,0,60,50,45,40,50,45,55,50,0,50
S?ren Folkmann,Denmark,28,AB,0,0,,,,9-9-1967,01-07-1996,,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,102,114,0,12,10,16,55,65,35,55,65,70,50,45,45,0,0,0,60,50,45,50,70,45,60,65,60,45
Ren? Henriksen,Denmark,26,AB,0,0,,,,27-8-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,112,129,0,10,9,10,50,40,70,50,45,45,70,50,60,0,0,0,50,45,40,75,45,40,50,45,50,40
Jan Hoffmann,Denmark,25,AB,0,0,7,,,4-5-1971,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,96,134,0,10,11,16,50,45,60,0,0,0,60,45,50,40,0,0,55,55,50,0,60,60,50,50,50,50
Mukremin Jasar,Denmark,29,AB,0,0,,,,20-4-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,96,128,0,14,13,8,90,45,45,80,40,50,40,50,40,70,0,0,50,45,35,50,65,45,50,70,50,40
Peter Knudsen,Denmark,23,AB,0,0,,,,14-4-1973,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,128,150,115,11,13,18,75,50,50,90,75,60,55,50,40,90,0,10,85,65,70,70,65,75,45,55,70,70
Illian Kiriakov,Bulgaria,28,Aberdeen,51,0,,,,4-8-1967,01-07-1996,,0,0,100,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,145,160,120,9,12,11,65,45,40,10,60,45,70,50,70,50,0,40,50,90,40,75,50,30,55,75,65,40
Jamie Buchan,Scotland,19,Aberdeen,0,0,,,,3-4-1977,01-07-1996,,0,100,100,0,50,0,50,50,50,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,90,125,14,14,12,13,70,60,55,70,70,60,65,70,50,60,0,25,55,50,60,0,65,50,70,55,35,35
Michael Craig,Scotland,18,Aberdeen,0,0,,,,20-9-1977,01-07-1996,,0,0,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0,0,0,1,0,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
Billy Dodds,Scotland,27,Aberdeen,3,0,,,,5-2-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,122,160,107,15,1,14,35,35,50,60,50,70,75,100,70,80,0,25,30,15,85,5,40,55,35,100,45,35
Russell Duncan,Scotland,17,Aberdeen,0,0,,,,23-4-1979,01-07-1996,,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Esson,Scotland,16,Aberdeen,0,0,,,,10-5-1980,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Gillies,Scotland,19,Aberdeen,0,0,8,8,,24-8-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,95,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Glass,Scotland,20,Aberdeen,0,0,,,,25-5-1976,01-07-1996,,0,0,0,0,0,50,50,100,0,100,100,0,100,0,0,0,0,0,0,1,2,2,0,0,2,2,122,165,120,13,7,11,40,70,50,60,40,50,45,75,45,75,0,50,65,50,60,35,60,65,25,50,30,45
Iain Good,Scotland,18,Aberdeen,0,0,,,,9-8-1977,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Inglis,Scotland,29,Aberdeen,0,0,,,,16-10-1966,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,95,125,60,9,3,5,10,10,60,30,10,15,80,70,70,90,0,50,40,35,15,100,0,45,70,10,65,40
Eoin Jess,Scotland,25,Aberdeen,13,1,7,,,13-12-1970,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,100,100,0,0,0,0,0,2,2,2,2,0,2,123,148,100,20,13,14,50,60,15,65,75,85,15,50,65,40,0,65,60,55,75,25,45,55,45,50,40,65
Tsanko Tsvetanov,Bulgaria,26,Aberdeen,37,0,,,,6-1-1970,01-07-1996,,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,145,145,128,10,10,12,55,45,40,35,60,40,75,55,0,95,0,25,60,60,0,90,55,0,50,55,60,40
Malcolm Kpedekpo,Scotland,19,Aberdeen,0,0,,,,27-8-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,78,133,50,11,10,9,30,25,70,60,50,55,75,70,90,50,0,30,30,25,55,45,65,35,70,70,65,30
Jim Leighton,Scotland,37,Aberdeen,81,0,7,,,24-7-1958,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,142,150,110,7,10,9,5,40,75,5,5,15,60,70,0,0,0,30,5,50,0,5,40,0,85,75,75,70
Joe Miller,Scotland,28,Aberdeen,0,0,,,,8-12-1967,01-07-1996,,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,2,2,2,2,2,2,120,140,87,13,11,10,60,55,5,65,60,90,25,60,40,100,0,15,75,50,75,20,70,25,10,40,45,30
Mike Newlands,Scotland,18,Aberdeen,0,0,,,,11-8-1977,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian O'Neil,Scotland,23,Aberdeen,1,0,7,,,6-9-1972,01-07-1996,,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,120,122,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Rowson,Scotland,19,Aberdeen,0,0,,,,14-9-1976,01-07-1996,,0,100,100,0,50,0,50,100,100,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,2,103,120,80,9,3,10,55,60,60,55,60,65,60,70,40,60,0,20,40,55,45,0,60,35,45,65,35,30
Gary Smith,Scotland,25,Aberdeen,0,0,7,,,25-3-1971,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,120,145,100,12,6,12,65,65,75,10,25,10,95,90,85,60,0,15,20,80,25,0,40,60,75,75,40,60
